time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-02-05T16:37:48.080Z,-8.4527,26.6997,10,4.9,mb,,100,6.937,0.87,us,us1000cg3v,2018-02-19T16:19:09.040Z,"124km NE of Bukama, Democratic Republic of the Congo",earthquake,10.4,1.9,0.076,55,reviewed,us,us
2018-02-05T16:07:08.600Z,-19.3824,-175.3904,139.02,4.6,mb,,80,5.17,0.99,us,us1000cg3l,2018-02-19T15:54:29.040Z,"118km WNW of Pangai, Tonga",earthquake,9.5,7.4,0.042,170,reviewed,us,us
2018-02-05T15:58:41.310Z,24.1071,121.7522,8.42,4.8,mww,,76,0.158,0.57,us,us1000cg32,2018-02-19T15:52:04.145Z,"20km NE of Hualian, Taiwan",earthquake,2.6,3.7,0.103,9,reviewed,us,us
2018-02-05T15:00:32.210Z,-20.7563,-178.7564,573.09,4.5,mb,,100,8.472,0.95,us,us1000cg2m,2018-02-18T20:42:32.040Z,"13km SSW of Ndoi Island, Fiji",earthquake,12,7.4,0.051,112,reviewed,us,us
2018-02-05T13:46:56.290Z,-59.529,-25.4454,10,4.6,mb,,125,15.194,0.25,us,us2000d2q7,2018-02-18T20:14:09.040Z,"82km SE of Bristol Island, South Sandwich Islands",earthquake,10.5,1.9,0.137,16,reviewed,us,us
2018-02-05T09:29:49.470Z,53.6741,-35.4132,10,5,mb,,59,10.194,1.54,us,us1000cfz5,2018-02-05T09:47:38.040Z,"Reykjanes Ridge",earthquake,9.5,1.8,0.031,342,reviewed,us,us
2018-02-05T09:25:20.040Z,-35.5315,178.8275,8.78,5.2,mb,,199,2.069,1.16,us,us1000cfz6,2018-02-05T09:47:18.040Z,"Off the east coast of the North Island of New Zealand",earthquake,15.2,8,0.097,35,reviewed,us,us
2018-02-05T09:06:44.370Z,24.1298,121.7709,10,4.7,mb,,75,0.166,1.02,us,us1000cfyn,2018-02-07T12:25:34.040Z,"23km NE of Hualian, Taiwan",earthquake,2.6,1.9,0.067,68,reviewed,us,us
2018-02-04T21:47:29.550Z,-17.4117,-70.7435,52.95,4.7,mb,,130,1.027,1.14,us,us1000cft6,2018-02-05T02:51:09.849Z,"24km W of Ilabaya, Peru",earthquake,7.3,6.2,0.056,97,reviewed,us,us
2018-02-04T19:55:05.120Z,-9.1216,122.4742,142.29,5.2,mww,,54,0.536,0.95,us,us1000cfsg,2018-02-04T20:08:05.040Z,"42km SSE of Habibola, Indonesia",earthquake,3.5,6.2,0.071,19,reviewed,us,us
2018-02-04T18:15:23.930Z,-39.0812,177.572,10,4.5,mb,,118,0.655,0.91,us,us1000cfqv,2018-02-08T18:53:11.893Z,"18km ESE of Wairoa, New Zealand",earthquake,5.5,1.9,0.222,6,reviewed,us,us
2018-02-04T16:54:22.320Z,24.1707,121.8397,7.69,4.5,mb,,75,0.223,0.65,us,us1000cfss,2018-02-18T16:52:11.040Z,"32km NE of Hualian, Taiwan",earthquake,4.6,1.3,0.096,32,reviewed,us,us
2018-02-04T15:33:46.880Z,24.182,121.7835,12.77,4.6,mb,,73,0.172,0.46,us,us1000cfpc,2018-02-15T22:06:55.040Z,"29km NE of Hualian, Taiwan",earthquake,4.8,4.7,0.074,55,reviewed,us,us
2018-02-04T15:11:18.180Z,6.7188,-72.9886,169.81,4.5,mb,,81,2.285,0.72,us,us1000cfp3,2018-02-15T21:23:08.020Z,"4km NE of Aratoca, Colombia",earthquake,9,8.9,0.036,227,reviewed,us,us
2018-02-04T15:06:21.740Z,-34.6256,-70.504,129.12,4.5,mwr,,56,0.282,0.42,us,us1000cfnz,2018-02-15T21:18:57.928Z,"40km SE of Rengo, Chile",earthquake,6.7,5.8,,,reviewed,us,guc
2018-02-04T14:16:54.840Z,24.0953,121.7461,7.19,4.8,mww,,77,0.158,0.9,us,us1000cfnw,2018-02-15T20:45:02.040Z,"19km NE of Hualian, Taiwan",earthquake,3.1,2.9,0.139,5,reviewed,us,us
2018-02-04T14:13:12.140Z,24.1256,121.7641,9.14,5.5,mww,,75,0.162,0.56,us,us1000cfnf,2018-02-15T20:43:19.091Z,"23km NE of Hualian, Taiwan",earthquake,5.2,3.5,0.073,18,reviewed,us,us
2018-02-04T14:12:01.690Z,24.1798,121.8219,10,4.7,mb,,137,0.207,0.83,us,us2000d26j,2018-02-15T20:30:34.040Z,"31km NE of Hualian, Taiwan",earthquake,4.3,1.5,0.153,18,reviewed,us,us
2018-02-04T14:10:51.640Z,24.1393,121.7574,9.85,4.9,mb,,89,0.152,0.67,us,us1000cfns,2018-02-15T20:13:16.366Z,"23km NE of Hualian, Taiwan",earthquake,3.5,2.2,0.066,72,reviewed,us,us
2018-02-04T14:05:24.510Z,24.1537,121.8778,10,4.7,mb,,104,0.259,0.93,us,us2000d26c,2018-02-15T20:03:45.040Z,"34km NE of Hualian, Taiwan",earthquake,2.8,1.9,0.127,19,reviewed,us,us
2018-02-04T13:56:41.950Z,24.1572,121.7078,12,6.1,mww,,30,0.104,0.87,us,us1000cfn6,2018-02-23T16:41:07.507Z,"22km NNE of Hualian, Taiwan",earthquake,5.5,1.7,0.047,43,reviewed,us,us
2018-02-04T13:49:58.650Z,-6.8087,155.4826,35,4.5,mb,,51,5.134,0.54,us,us2000d26b,2018-02-14T22:26:28.040Z,"54km S of Panguna, Papua New Guinea",earthquake,10.2,1.9,0.074,53,reviewed,us,us
2018-02-04T13:24:32.630Z,82.9881,-6.4407,10,5.2,mb,,48,4.977,0.8,us,us1000cfmz,2018-02-14T20:33:15.040Z,"219km NE of Nord, Greenland",earthquake,7.5,1.8,0.036,253,reviewed,us,us
2018-02-04T13:23:08.510Z,83.0415,-6.7663,10,5.2,mb,,48,5.043,0.99,us,us1000cfmx,2018-02-14T20:25:34.040Z,"219km NE of Nord, Greenland",earthquake,8.5,1.8,0.038,221,reviewed,us,us
2018-02-04T13:12:51.920Z,24.1787,121.7321,10.15,5,mww,,57,0.125,0.95,us,us1000cfmu,2018-02-19T15:08:03.224Z,"25km NNE of Hualian, Taiwan",earthquake,5,3.7,0.089,12,reviewed,us,us
2018-02-04T12:08:51.930Z,-23.7182,37.9983,10,4.5,mb,,93,6.733,1.3,us,us2000d268,2018-02-17T09:29:53.040Z,"266km E of Inhambane, Mozambique",earthquake,10,1.9,0.222,6,reviewed,us,us
2018-02-04T09:43:41.030Z,-5.6183,147.9117,139.68,4.5,mb,,149,3.835,0.62,us,us2000d262,2018-02-17T08:44:26.040Z,"108km N of Finschhafen, Papua New Guinea",earthquake,17.2,10,0.121,20,reviewed,us,us
2018-02-04T09:06:50.670Z,-29.5522,-13.6381,10,5,mb,,79,7.577,0.69,us,us1000cflk,2018-02-17T08:36:05.040Z,"Southern Mid-Atlantic Ridge",earthquake,5,1.8,0.078,52,reviewed,us,us
2018-02-04T01:32:22.550Z,-4.7227,144.7656,96.5,4.6,mb,,67,3.718,1.02,us,us1000cfiq,2018-02-12T03:38:01.040Z,"106km SE of Angoram, Papua New Guinea",earthquake,6.7,9.6,0.1,31,reviewed,us,us
2018-02-03T23:49:03.330Z,-34.8547,-69.2088,169.88,4.5,mb,,40,1.295,0.88,us,us1000cfi1,2018-02-25T03:55:04.040Z,"76km NNE of Malargue, Argentina",earthquake,5.5,6.3,0.079,47,reviewed,us,us
2018-02-03T23:23:52.810Z,-1.3217,99.6977,48.8,4.7,mb,,186,2.116,0.42,us,us1000cfhv,2018-02-24T04:46:59.887Z,"62km ENE of Muara Siberut, Indonesia",earthquake,5.9,8.3,0.084,43,reviewed,us,us
2018-02-03T19:30:56.870Z,24.1577,121.7152,11.14,4.8,mb,,74,0.111,0.62,us,us1000cffx,2018-02-25T03:24:31.223Z,"22km NNE of Hualian, Taiwan",earthquake,4.9,4.4,0.066,71,reviewed,us,us
2018-02-03T18:28:58.520Z,7.168,126.6065,76.31,4.7,mb,,81,6.398,0.89,us,us1000cff4,2018-02-06T15:58:28.040Z,"9km SE of Manay, Philippines",earthquake,9.1,1.9,0.049,126,reviewed,us,us
2018-02-03T13:37:00.240Z,-7.537,127.7248,148.79,4.9,mb,,52,3.569,1.09,us,us1000cfb0,2018-02-03T13:52:15.040Z,"262km ENE of Dili, East Timor",earthquake,7.8,5.1,0.12,22,reviewed,us,us
2018-02-03T13:06:03.780Z,-56.2764,-25.7488,10,5.2,mb,,134,6.453,0.96,us,us1000cfau,2018-02-03T13:19:40.040Z,"101km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14.4,2,0.078,54,reviewed,us,us
2018-02-03T12:53:12.510Z,43.3621,16.8621,31.34,4.6,mb,,22,1.806,0.87,us,us1000cfak,2018-02-17T08:34:32.028Z,"5km W of Donja Brela, Croatia",earthquake,5.5,5.7,0.07,60,reviewed,us,us
2018-02-03T04:29:28.900Z,-6.8258,129.517,154.6,4.6,mb,,84,2.108,0.8,us,us1000cf6u,2018-02-27T00:13:09.040Z,"234km WNW of Saumlaki, Indonesia",earthquake,7.3,7.3,0.083,43,reviewed,us,us
2018-02-03T03:13:37.430Z,-7.5143,156.246,34.68,4.7,mb,,98,4.13,0.61,us,us2000d221,2018-02-23T05:09:41.040Z,"92km NW of Gizo, Solomon Islands",earthquake,10.5,6.6,0.133,17,reviewed,us,us
2018-02-02T23:30:02.240Z,-41.6706,85.087,10,5.1,mb,,39,6.965,1.12,us,us1000ceuw,2018-02-03T00:30:53.040Z,"Southeast Indian Ridge",earthquake,10,1.7,0.063,81,reviewed,us,us
2018-02-02T22:48:13.060Z,-22.9035,171.0748,10,4.7,mb,,129,3.361,0.8,us,us2000d1zb,2018-02-16T06:02:37.040Z,"114km WSW of Ile Hunter, New Caledonia",earthquake,13.4,1.6,0.118,22,reviewed,us,us
2018-02-02T21:16:06.760Z,-8.2757,158.7325,98.86,5,mb,,27,1.666,0.9,us,us1000ceqp,2018-02-13T06:03:02.040Z,"41km SW of Dadali, Solomon Islands",earthquake,8.5,4.6,0.035,264,reviewed,us,us
2018-02-02T20:33:58.670Z,-22.3395,-179.4982,547.18,4.8,mb,,60,9.527,0.95,us,us1000cep8,2018-02-03T14:35:07.040Z,"204km SSW of Ndoi Island, Fiji",earthquake,11.8,6.6,0.082,47,reviewed,us,us
2018-02-02T12:55:05.590Z,-65.8617,-175.6578,10,5.2,mb,,79,13.123,0.67,us,us1000ceb4,2018-02-05T18:01:09.040Z,"260km NE of Scott Island Bank, Antarctica",earthquake,7.1,1.8,0.104,30,reviewed,us,us
2018-02-02T12:40:17.150Z,11.2106,-87.7257,10,4.6,mb,,155,1.617,0.92,us,us1000ceay,2018-02-03T05:19:19.694Z,"146km WSW of Masachapa, Nicaragua",earthquake,6.7,1.9,0.049,125,reviewed,us,us
2018-02-02T11:37:53.320Z,-65.8111,-175.635,10,6,mww,,105,13.174,0.48,us,us1000ce9r,2018-02-05T17:57:54.040Z,"265km NE of Scott Island Bank, Antarctica",earthquake,11.5,1.9,0.063,24,reviewed,us,us
2018-02-02T11:36:09.330Z,-21.0853,-68.762,144.03,4.5,mb,,139,0.678,0.63,us,us1000ce9l,2018-02-05T09:30:18.040Z,"153km N of Calama, Chile",earthquake,6,8.6,0.313,3,reviewed,us,us
2018-02-02T10:22:05.650Z,-18.5066,-173.5368,10,4.9,mb,,65,3.466,1.59,us,us1000ce8z,2018-02-02T10:53:03.418Z,"49km ENE of Neiafu, Tonga",earthquake,6.5,1.9,0.041,185,reviewed,us,us
2018-02-02T08:42:48.690Z,-4.6542,153.4229,60.18,4.6,mb,,117,1.337,0.76,us,us2000d1yw,2018-02-21T11:01:53.040Z,"47km ESE of Taron, Papua New Guinea",earthquake,11.6,7.9,0.122,20,reviewed,us,us
2018-02-02T08:03:59.280Z,53.1524,-35.1878,10,4.7,mb,,102,15.208,0.33,us,us1000ce7r,2018-02-21T09:25:50.040Z,"Reykjanes Ridge",earthquake,6.1,1.9,0.078,50,reviewed,us,us
2018-02-02T07:53:23.360Z,53.1082,-35.2003,10,4.6,mb,,98,14.493,0.68,us,us2000d1yu,2018-02-21T09:22:13.040Z,"Reykjanes Ridge",earthquake,4.7,2,0.105,27,reviewed,us,us
2018-02-02T06:23:56.090Z,53.1093,-35.1806,10,5.3,mww,,80,14.505,0.72,us,us1000ce69,2018-02-17T11:31:52.040Z,"Reykjanes Ridge",earthquake,10.4,1.9,0.049,40,reviewed,us,us
2018-02-02T05:43:35.070Z,-5.3537,133.9578,38.58,4.9,mb,,79,2.958,0.88,us,us1000ce5t,2018-02-17T10:59:03.040Z,"53km NNW of Dobo, Indonesia",earthquake,8.1,7.7,0.086,42,reviewed,us,us
2018-02-02T00:20:42.210Z,-0.2471,125.1824,38,5.5,mww,,35,2.407,1.36,us,us1000ce2h,2018-02-12T03:19:05.138Z,"138km SE of Modayag, Indonesia",earthquake,6,1.8,0.069,20,reviewed,us,us
2018-02-01T23:13:53.850Z,-31.5455,-70.0092,97.8,5.2,mww,,40,0.913,0.73,us,us1000ce18,2018-02-11T23:18:44.241Z,"61km WSW of Calingasta, Argentina",earthquake,5.6,4.7,0.08,15,reviewed,us,us
2018-02-01T19:23:27.840Z,-15.802,167.9832,153.11,4.6,mb,,114,5.886,0.52,us,us1000cduz,2018-02-13T18:09:26.040Z,"69km ENE of Lakatoro, Vanuatu",earthquake,12.6,9.4,0.095,33,reviewed,us,us
2018-02-01T15:37:53.780Z,37.2118,141.9655,25.62,4.5,mb,,129,1.141,1.05,us,us1000cdq5,2018-02-02T15:01:56.040Z,"90km ESE of Namie, Japan",earthquake,2.5,6,0.063,74,reviewed,us,us
2018-02-01T11:05:50.540Z,-16.645,-177.3954,10,6,mww,,70,6.065,0.96,us,us1000cdn0,2018-02-01T23:33:01.919Z,"272km SSE of Sigave, Wallis and Futuna",earthquake,10.2,1.9,0.052,36,reviewed,us,us
2018-02-01T10:59:57.940Z,-16.3907,-177.2451,10,5.4,mww,,126,5.827,0.99,us,us1000cdnc,2018-02-01T23:45:53.040Z,"251km SSE of Sigave, Wallis and Futuna",earthquake,8.6,1.8,0.103,9,reviewed,us,us
2018-02-01T06:20:40.840Z,-4.5834,125.4204,498.01,4.6,mb,,47,4.401,0.79,us,us1000cdkc,2018-02-01T07:16:48.040Z,"150km SW of Leksula, Indonesia",earthquake,10.6,8.3,0.086,40,reviewed,us,us
2018-02-01T04:47:00.510Z,-1.6166,-77.7592,186.05,4.5,mb,,44,1.116,0.97,us,us1000cdk1,2018-02-01T05:14:37.040Z,"21km ENE of Palora, Ecuador",earthquake,6.9,7,0.094,33,reviewed,us,us
2018-02-01T04:18:30.970Z,-56.9349,-140.8504,10,5.4,mb,,136,32.33,1.06,us,us1000cdjw,2018-02-01T18:00:12.040Z,"Pacific-Antarctic Ridge",earthquake,15.1,1.9,0.096,37,reviewed,us,us
2018-02-01T00:12:54.950Z,-37.4864,-74.1602,4.2,4.8,mwr,,134,1.069,0.77,us,us1000cdhv,2018-02-23T02:36:22.394Z,"47km WNW of Lebu, Chile",earthquake,5.1,3.7,0.041,56,reviewed,us,us
2018-01-31T23:13:21.270Z,-1.7438,-77.6721,19.62,5.2,mb,,29,1.222,0.65,us,us1000cdgu,2018-02-23T00:50:51.040Z,"29km E of Palora, Ecuador",earthquake,4.8,3.2,0.042,192,reviewed,us,us
2018-01-31T20:11:49.050Z,-10.915,164.2708,10,4.5,mb,,130,4.501,0.56,us,us2000d0wt,2018-02-27T20:57:36.040Z,"172km W of Lata, Solomon Islands",earthquake,11,1.9,0.099,30,reviewed,us,us
2018-01-31T20:01:45.890Z,56.4579,-149.0659,10,5,mww,,81,2.333,1.02,us,us1000cdca,2018-02-22T20:28:10.040Z,"250km SE of Kodiak, Alaska",earthquake,6.5,1.8,0.049,40,reviewed,us,us
2018-01-31T19:15:51.440Z,-10.7953,164.3277,8,5.5,mww,,114,4.518,1.32,us,us1000cdbe,2018-02-22T20:17:17.909Z,"164km W of Lata, Solomon Islands",earthquake,9.6,1.9,0.06,27,reviewed,us,us
2018-01-31T18:25:53.050Z,82.9869,-5.3346,10,4.9,mb,,54,4.882,1.16,us,us1000cda3,2018-02-22T20:12:53.040Z,"232km NE of Nord, Greenland",earthquake,10.1,1.9,0.037,240,reviewed,us,us
2018-01-31T16:41:52.630Z,7.4378,-79.6878,10,5.2,mww,,65,1.724,0.79,us,us2000crtp,2018-02-27T00:01:27.946Z,"39km ESE of Pedasi, Panama",earthquake,5.9,1.8,0.089,12,reviewed,us,us
2018-01-31T16:37:05.510Z,7.2401,-79.6427,7,5.6,mww,,58,1.923,0.82,us,us2000crtj,2018-02-27T00:02:02.300Z,"53km SE of Pedasi, Panama",earthquake,7,1.8,0.058,29,reviewed,us,us
2018-01-31T15:26:50.120Z,4.9628,-164.2663,10,5.1,mb,,132,7.398,0.74,us,us2000crse,2018-02-26T23:53:36.849Z,"Line Islands, Kiribati region",earthquake,11.1,2,0.066,75,reviewed,us,us
2018-01-31T14:32:57.210Z,11.9057,124.5158,10,4.5,mb,,135,4.115,0.9,us,us2000crrd,2018-02-15T13:32:44.040Z,"7km ESE of Santo Nino, Philippines",earthquake,8.9,1.4,0.106,26,reviewed,us,us
2018-01-31T11:49:39.210Z,-6.9339,147.218,74.7,5.6,mww,,28,4.86,0.76,us,us2000crq6,2018-01-31T22:27:44.509Z,"34km SE of Lae, Papua New Guinea",earthquake,7.8,6.1,0.071,19,reviewed,us,us
2018-01-31T07:07:00.230Z,36.5432,70.8155,191.19,6.1,mww,,28,0.612,0.72,us,us2000crmu,2018-02-21T17:26:04.362Z,"35km S of Jarm, Afghanistan",earthquake,4.8,5.5,0.059,28,reviewed,us,us
2018-01-31T03:13:14.380Z,-6.9796,155.8581,82.18,5.3,mww,,31,4.603,0.89,us,us2000crle,2018-01-31T17:25:04.040Z,"84km SSE of Panguna, Papua New Guinea",earthquake,7.8,4.1,0.078,16,reviewed,us,us
2018-01-31T02:16:58.360Z,-28.4116,-175.8336,10,4.7,mb,,142,2.017,1.27,us,us2000crl8,2018-02-26T23:43:43.040Z,"222km ENE of Raoul Island, New Zealand",earthquake,13.3,1.8,0.137,16,reviewed,us,us
2018-01-31T02:00:31.570Z,-7.8355,118.8054,14.82,5.1,mww,,53,2.956,1.01,us,us2000crkq,2018-02-26T23:40:32.360Z,"52km NNW of Sangiang, Indonesia",earthquake,6.8,2.1,0.075,17,reviewed,us,us
2018-01-31T01:15:24.890Z,36.3073,141.0725,47.25,4.8,mb,,133,1.575,0.75,us,us2000crkh,2018-02-26T23:36:24.455Z,"42km E of Oarai, Japan",earthquake,7.4,7.4,0.067,68,reviewed,us,us
2018-01-31T00:55:53.010Z,2.6697,-31.2083,10,4.8,mb,,61,9.654,0.7,us,us2000crka,2018-02-26T23:27:14.040Z,"Central Mid-Atlantic Ridge",earthquake,4.6,1.8,0.059,88,reviewed,us,us
2018-01-31T00:55:33.990Z,-7.8874,118.7423,16.26,4.6,mb,,72,3.025,0.95,us,us2000crk9,2018-02-26T23:25:32.040Z,"47km NNE of Sampungu, Indonesia",earthquake,6,6.2,0.114,23,reviewed,us,us
2018-01-31T00:09:49.290Z,12.2837,-86.6581,134.9,4.5,mb,,103,0.218,0.88,us,us2000crjv,2018-02-26T23:20:44.970Z,"6km SSE of La Paz Centro, Nicaragua",earthquake,7.4,8.2,0.068,64,reviewed,us,us
2018-01-30T22:07:51.170Z,82.8416,-7.2552,10,4.5,mb,,53,4.947,0.78,us,us2000cric,2018-02-22T02:12:55.040Z,"201km NE of Nord, Greenland",earthquake,7.6,1.9,0.063,74,reviewed,us,us
2018-01-30T20:11:48.120Z,42.0031,142.5353,60.27,4.7,mww,,100,0.463,0.93,us,us2000crgs,2018-02-01T15:36:01.890Z,"39km SSE of Shizunai, Japan",earthquake,5.7,5.7,0.089,12,reviewed,us,us
2018-01-30T19:24:19.500Z,64.6279,-17.263,6.73,5,mb,,69,1.75,1.78,us,us2000crfy,2018-02-28T21:58:34.357Z,"107km WNW of Hofn, Iceland",earthquake,3.8,3.9,0.038,222,reviewed,us,us
2018-01-30T16:52:56.620Z,-32.1509,-177.2729,10,4.5,mb,,189,2.951,0.16,us,us2000cznk,2018-02-14T16:36:11.040Z,"173km ESE of L'Esperance Rock, New Zealand",earthquake,14.7,1.9,0.222,6,reviewed,us,us
2018-01-30T16:40:19.600Z,-5.3815,145.5397,72.35,4.6,mb,,52,3.783,0.6,us,us2000crcx,2018-02-14T16:13:59.040Z,"33km WSW of Madang, Papua New Guinea",earthquake,8.7,7.6,0.066,67,reviewed,us,us
2018-01-30T16:34:20.100Z,-30.4363,-72.0405,10,4.8,mb,,116,0.422,0.85,us,us2000cznj,2018-02-14T15:49:41.040Z,"82km WNW of Ovalle, Chile",earthquake,4.1,1.9,0.321,3,reviewed,us,us
2018-01-30T14:23:52.870Z,-15.8497,-74.6096,34,5.5,mww,,74,4.408,1.24,us,us2000cr9m,2018-02-13T19:44:03.964Z,"46km S of Acari, Peru",earthquake,7.6,1.8,0.056,31,reviewed,us,us
2018-01-30T14:11:51.570Z,19.282,121.2228,27.94,4.7,mb,,106,3.52,1.08,us,us2000cr9k,2018-02-13T19:24:51.040Z,"74km N of Namuac, Philippines",earthquake,7.9,2.7,0.066,69,reviewed,us,us
2018-01-30T11:49:28.080Z,51.7764,-176.208,50.11,5,mb,,134,0.314,1.26,us,us2000cr8s,2018-02-14T17:10:37.015Z,"33km ESE of Adak, Alaska",earthquake,10.3,7.1,0.038,221,reviewed,us,us
2018-01-30T09:45:17.400Z,8.5248,-83.0486,10,4.6,mb,,142,0.18,1.09,us,us2000cr88,2018-01-30T12:16:12.040Z,"17km SW of Corredor, Costa Rica",earthquake,6,1.9,0.09,37,reviewed,us,us
2018-01-30T08:25:22.260Z,-17.7945,168.7258,135.74,4.5,mb,,209,4.765,1.21,us,us2000czn6,2018-02-17T07:44:39.040Z,"43km E of Port-Vila, Vanuatu",earthquake,14.4,4.3,0.124,19,reviewed,us,us
2018-01-30T07:44:42.140Z,-11.2005,163.19,10,4.9,mb,,110,3.639,0.75,us,us2000cr7r,2018-02-17T07:36:21.040Z,"161km ESE of Kirakira, Solomon Islands",earthquake,5.8,1.9,0.099,32,reviewed,us,us
